EstaciÛn;Porc_datos;Celda_XY;Cont_celda;Nom_Est;Depto;Mpio;AH;ZSZH;x;y
21250510;22;(2-7);24;ArmeroGranjaCUnive;Tolima;Armero(Guayabal);MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4787564;2107117
21250530;3;(2-7);24;PALMALA;Tolima;LÌbano;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4769077;2105330
21250540;39;(1-8);10;BOCATOMACNORTE;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4800445;2086813
21250550;21;(1-7);23;ESPERANZALOBONES;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4785678;2094224
21250560;37;(1-7);23;CHORRILLO;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4798611;2092346
21250570;36;(1-7);23;IGUACITOS;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4794920;2094198
21250580;34;(1-7);23;BOQUERON;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4796753;2088666
21250590;39;(1-8);10;BOCATOMACCENTRAL;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4802293;2086808
21250600;35;(1-8);10;GAMBA;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4804151;2090489
21250610;36;(1-8);10;ALSACIA;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4802312;2094178
21250620;37;(1-7);23;MANGONEL;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4787516;2090533
21250630;36;(1-7);23;BALMORAL;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4787511;2088691
21250640;2;(1-8);10;PIEDRASNEGRAS;Tolima;Ambalema;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4800440;2084971
21255070;0;(2-7);24;BLEDONIA;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4787553;2103432
21255080;89;(1-8);10;SALTOEL;Tolima;Ambalema;MagdalenaCauca;RÌoCoello;4804000;2086850
21255090;66;(2-7);24;ARMEROGRANJA;Tolima;Armero(Guayabal);MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4789423;2110797
21255110;82;(1-7);23;SANTAISABEL;Tolima;SantaIsabel;MagdalenaCauca;RÌoTotare(1-7);4763613;2077898
21255120;80;(2-7);24;VILLAHERMOSA;Tolima;Villahermosa;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4765300;2112734
21255140;58;(1-7);23;QUINTALA;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4787077;2091069
21255150;49;(1-7);23;GARCIAHACIENDA;Tolima;LÈrida;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4790313;2094810
21255170;98;(1-7);23;MurilloAut;Tolima;Murillo;MagdalenaCauca;RÌoLagunillayOtrosDirectosalMagdalena;4759075;2096577
22050100;61;(1-7);23;GUAYABOSLOS;Tolima;Coyaima;MagdalenaCauca;RÌoTotare(1-7);4767469;2072889
23010020;94;(2-7);24;EDENEL;Tolima;Fresno;MagdalenaCauca;RÌoGualÌ;4772967;2128358
23010070;4;(2-7);24;MACARENALAHACIENDA;Tolima;Mariquita;MagdalenaCauca;RÌoGualÌ;4791329;2131059
23010080;97;(2-8);12;IdemaHonda;Tolima;Honda;MagdalenaCauca;RÌoGualÌ;4806159;2133016
23010110;5;(2-7);24;SUBESTACIONELECTR;Tolima;Mariquita;MagdalenaCauca;RÌoGualÌ;4793177;2131054
23015040;50;(2-7);24;AEROPUERTOMARIQUITA;Tolima;Mariquita;MagdalenaCauca;RÌoGualÌ;4790999;2133978
23020080;87;(2-7);24;MANZANARES;Caldas;Manzanares;MagdalenaCauca;RÌoGuarinÛ;4762457;2140249
23020090;88;(2-6);13;MARULANDA;Caldas;Marulanda;MagdalenaCauca;RÌoGuarinÛ;4748822;2141685
23020100;88;(2-7);24;VICTORIALA;Caldas;Victoria;MagdalenaCauca;RÌoGuarinÛ;4787906;2146299
23025020;85;(2-8);12;ESPERANZALA;Tolima;Honda;MagdalenaCauca;RÌoGualÌ;4808443;2139778
23025040;65;(2-7);24;ALBANIA;Tolima;Mariquita;MagdalenaCauca;RÌoGuarinÛ;4789224;2142383
23030010;5;(3-8);10;ESPERANZALAHACIENDA;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRÌosSecoyNegro(md);4819120;2162302
23035020;73;(3-8);10;AEROPUERTOPALANQUERO;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRÌosSecoyNegro(md);4816752;2162831
23040030;88;(3-8);10;IdemaDorada;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRÌosGuarinÛyLaMiel;4814379;2163700
23040050;1;(3-8);10;BASCULALA;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRÌosGuarinÛyLaMiel;4809878;2158643
23040060;4;(3-8);10;PALMARELHACIENDA;Caldas;LaDorada;MagdalenaCauca;DirectosMagdalenaentreRÌosGuarinÛyLaMiel;4808032;2158648
23040070;86;(2-7);24;CANAVERAL;Caldas;Victoria;MagdalenaCauca;RÌoLaMiel(Saman·);4784880;2147119
23050070;18;(3-8);10;NORCASIA;Caldas;Victoria;MagdalenaCauca;DirectosMagdalenaentreRÌosGuarinÛyLaMiel;4809920;2173382
23050080;94;(2-7);24;MARQUETALIA;Caldas;Marquetalia;MagdalenaCauca;RÌoLaMiel(Saman·);4772069;2143899
23050100;77;(3-8);10;SANMIGUEL;Antioquia;SonsÛn;MagdalenaCauca;RÌoLaMiel(Saman·);4808931;2191524
23050230;84;(3-7);5;SANJOSEPENSILVAN;Caldas;Pensilvania;MagdalenaCauca;RÌoLaMiel(Saman·);4761935;2152269
23050250;74;(3-7);5;NORCASIARADIO;Caldas;Norcasia;MagdalenaCauca;RÌoLaMiel(Saman·);4790536;2174305
23055040;85;(3-7);5;SAMANA;Caldas;Saman·;MagdalenaCauca;RÌoLaMiel(Saman·);4778568;2157204
23055070;52;(3-7);5;ARGELIA;Antioquia;Argelia;MagdalenaCauca;RÌoLaMiel(Saman·);4763093;2191596
23055080;18;(3-7);5;FLORENCIA;Caldas;Saman·;MagdalenaCauca;RÌoLaMiel(Saman·);4772985;2169815
23060090;10;(3-8);10;YACOPI;Cundinamarca;YacopÌ;MagdalenaCauca;RÌoNegro;4848666;2165913
23060110;92;(2-8);12;CAPARRAPI;Cundinamarca;CaparrapÌ;MagdalenaCauca;RÌoNegro;4834436;2149609
23060140;89;(2-8);12;TUSCOLOEL;Cundinamarca;Guaduas;MagdalenaCauca;RÌoNegro;4821807;2118386
23060150;87;(3-8);10;PUERTOLIBRE;Cundinamarca;PuertoSalgar;MagdalenaCauca;RÌoNegro;4819874;2194535
23060160;87;(3-8);10;SANPABLO;Cundinamarca;CaparrapÌ;MagdalenaCauca;RÌoNegro;4838057;2164289
23060170;73;(2-8);12;PALMALA;Cundinamarca;LaPalma;MagdalenaCauca;RÌoNegro;4846142;2149269
23060180;90;(2-9);6;PENONEL;Cundinamarca;ElPe√±Ûn;MagdalenaCauca;RÌoNegro;4856600;2138645
23060190;86;(2-8);12;UTICA;Cundinamarca;Ì≈°tica;MagdalenaCauca;RÌoNegro;4835423;2132352
23060260;64;(2-8);12;CHILAGUAFINCA;Cundinamarca;Nocaima;MagdalenaCauca;RÌoNegro;4846857;2117797
23060270;5;(2-9);6;CABRERALA;Cundinamarca;Pacho;MagdalenaCauca;RÌoNegro;4872586;2125339
23060290;67;(2-8);12;SILENCIOEL;Cundinamarca;Sasaima;MagdalenaCauca;RÌoNegro;4843508;2107694
23060370;23;(2-8);12;ESTANCIALA;Cundinamarca;LaVega;MagdalenaCauca;RÌoNegro;4848537;2106965
23065110;83;(3-9);15;YACOPIAut;Cundinamarca;YacopÌ;MagdalenaCauca;RÌoNegro;4850000;2164160
23065120;86;(2-9);6;CABRERALA;Cundinamarca;Pacho;MagdalenaCauca;RÌoNegro;4873766;2126246
23065200;9;(2-8);12;TRAPICHEEL;Cundinamarca;Villeta;MagdalenaCauca;RÌoNegro;4833339;2113799
23070010;54;(4-8);6;CLARODELUNA;Antioquia;SonsÛn;MagdalenaCauca;DirectosMagdalenaMedioentreRÌosLaMielyNare;4804996;2205981
23070020;66;(4-7);13;RIOCLARO;Antioquia;SonsÛn;MagdalenaCauca;DirectosMagdalenaMedioentreRÌosLaMielyNare;4795436;2205361
23080390;83;(5-7);20;SANTODOMINGO;Antioquia;SantoDomingo;MagdalenaCauca;RÌoNare;4760785;2273245
23080490;33;(4-7);13;SANCARLOS;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4780631;2243498
23080630;30;(5-7);20;TOPACIOEL;Antioquia;SanRafael;MagdalenaCauca;RÌoNare;4780708;2263768
23080640;93;(4-6);19;MARINILLA;Antioquia;Marinilla;MagdalenaCauca;RÌoNare;4742476;2240455
23080650;92;(4-6);19;CAMPOALEGRE;Antioquia;CarmenDeViboral;MagdalenaCauca;RÌoNare;4741587;2229698
23080660;25;(5-7);20;MORROEL;Antioquia;SantoDomingo;MagdalenaCauca;RÌoNare;4764154;2273049
23080680;29;(5-7);20;ALEJANDRIA;Antioquia;AlejandrÌa;MagdalenaCauca;RÌoNare;4762272;2263842
23080720;64;(5-8);9;CANTERAS;Antioquia;PuertoNare;MagdalenaCauca;RÌoNare;4814846;2251800
23080730;47;(5-7);20;TEJAREL;Antioquia;SanRafael;MagdalenaCauca;RÌoNare;4775141;2254576
23080740;89;(5-7);20;CONCEPCION;Antioquia;ConcepciÛn;MagdalenaCauca;RÌoNare;4750202;2265399
23080750;88;(4-7);13;COCORNA;Antioquia;Cocorn·;MagdalenaCauca;RÌoNare;4758514;2227367
23080760;88;(5-7);20;SANROQUE;Antioquia;SanRoque;MagdalenaCauca;RÌoNare;4777030;2275300
23080790;37;(4-6);19;LINDALA;Antioquia;CarmenDeViboral;MagdalenaCauca;RÌoNare;4747317;2215985
23080800;36;(4-7);13;PATIOBONITO;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4789845;2241622
23080810;66;(4-7);13;JORDANEL;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4797825;2248909
23080820;63;(4-7);13;TAFETANES;Antioquia;Granada;MagdalenaCauca;RÌoNare;4765734;2237664
23080910;15;(4-7);13;MEDIOSLOS;Antioquia;Granada;MagdalenaCauca;RÌoNare;4769537;2236169
23080920;55;(4-6);19;SANTUARIO;Antioquia;Santuario;MagdalenaCauca;RÌoNare;4748876;2235884
23080930;20;(4-7);13;POPOEL;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4780631;2243498
23080940;46;(5-7);20;PRESASANLORENZO;Antioquia;AlejandrÌa;MagdalenaCauca;RÌoNare;4779222;2263912
23080950;20;(5-7);20;VIENTOEL;Antioquia;AlejandrÌa;MagdalenaCauca;RÌoNare;4767811;2265662
23085010;5;(4-7);13;CALDERAS;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4771389;2238005
23085030;63;(5-7);20;ALEJANDRIA;Antioquia;AlejandrÌa;MagdalenaCauca;RÌoNare;4763000;2263056
23085080;87;(5-7);20;GranjaExperimentalElNusAut;Antioquia;SanRoque;MagdalenaCauca;RÌoNare;4796967;2274791
23085100;3;(4-6);19;CARMELOELHACIENDA;Antioquia;LaCeja;MagdalenaCauca;RÌoNare;4734439;2225256
23085110;87;(4-7);13;PENOLEL;Antioquia;Pe√±ol;MagdalenaCauca;RÌoNare;4752091;2245184
23085130;11;(4-7);13;SANCARLOS;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4780631;2243498
23085140;87;(4-7);13;SANFRANCISCO;Antioquia;SanFrancisco;MagdalenaCauca;RÌoNare;4767543;2217432
23085160;81;(5-7);20;CORRIENTES;Antioquia;SanVicente;MagdalenaCauca;RÌoNare;4750782;2255997
23085210;54;(5-7);20;VIOLETASLAS;Antioquia;SanRafael;MagdalenaCauca;RÌoNare;4778543;2259968
23085220;68;(4-7);13;SANCARLOS;Antioquia;SanCarlos;MagdalenaCauca;RÌoNare;4774463;2238841
23085260;81;(4-6);19;LASELVAAut;Antioquia;Rionegro;MagdalenaCauca;RÌoNare;4732876;2236166
23085270;74;(4-6);19;Aerop.J.M.CORDOVAAut;Antioquia;Rionegro;MagdalenaCauca;RÌoNare;4731186;2240386
23090020;84;(5-8);9;VIRGINIAS;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4814061;2264780
23090040;14;(5-8);9;PUERTOBERRIO;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4845256;2276452
23090080;0;(5-8);9;PUERTOBERRIO;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4845256;2276452
23090090;13;(5-8);9;POZOSLOS;Antioquia;PuertoBerRÌo;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4847099;2276447
23090100;32;(5-8);9;SANJUANBEDUTH;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4839760;2287521
23090110;69;(5-8);9;MURILLO;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4845810;2287841
23095010;72;(5-8);9;AEROPUERTOPUERTOBERRIO;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4843894;2272587
23100030;98;(6-8);8;TIGREEL;Antioquia;VegachÌ;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4802752;2314226
23100040;87;(5-7);20;YOLOMBO;Antioquia;YolombÛ;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4777750;2287103
23100050;46;(6-8);8;BODEGALA;Antioquia;PuertoBerRÌo;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4844218;2300312
23100070;60;(5-8);9;RAMBLAS;Antioquia;YondÛ(Casabe);MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4848524;2292224
23100080;29;(5-9);8;SANTACLARA;Antioquia;YondÛ(Casabe);MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4854512;2293006
23105020;4;(6-8);8;AMPAROEL;Antioquia;YondÛ(Casabe);MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4845329;2302243
23105030;82;(6-8);8;VEGACHI;Antioquia;VegachÌ;MagdalenaCauca;RiÛSanBartoloyotrosdirectosalMagdalenaMedio;4801525;2306894
23110010;1;(4-8);6;PUERTOBOYACA;Boyac·;PuertoBoyac·;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4822961;2215720
23110030;88;(4-8);6;PUERTONINO;Boyac·;PuertoBoyac·;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4842681;2214287
23110040;87;(4-8);6;TRIQUEEL;Boyac·;PuertoBoyac·;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4826443;2208070
23110060;68;(4-9);2;PADILLA;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4852570;2242567
23115010;73;(4-8);6;PUERTOBOYACA;Boyac·;PuertoBoyac·;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4826659;2218841
23115020;11;(4-8);6;PADILLA;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRÌosNegro;4848854;2243283
23120010;83;(5-10);5;VERDELA;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4900541;2266656
23120050;94;(3-9);15;MUZO;Boyac·;Muzo;MagdalenaCauca;RÌoCarare(Minero);4878070;2169699
23120070;46;(5-9);8;PUERTOARAUJO;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4876586;2280058
23120080;12;(3-9);15;BORBUR1;Boyac·;SanPabloDeBorbur;MagdalenaCauca;RÌoCarare(Minero);4881920;2182422
23120090;10;(4-10);8;LANDAZURI;Santander;VÈlez;MagdalenaCauca;RÌoCarare(Minero);4909689;2244999
23120100;10;(3-9);15;ALBANIA;Santander;Albania;MagdalenaCauca;RÌoCarare(Minero);4898550;2197129
23120140;41;(3-9);15;PAUNA;Boyac·;Pauna;MagdalenaCauca;RÌoCarare(Minero);4891145;2182406
23120150;4;(3-9);15;MARIPI;Boyac·;MaripÌ;MagdalenaCauca;RÌoCarare(Minero);4887436;2171361
23120180;1;(5-9);8;CIMITARRA;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4894963;2256075
23120200;75;(5-9);8;PUERTOARAUJOALERTAS;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4880362;2280111
23120210;77;(3-9);15;COPER;Boyac·;Coper;MagdalenaCauca;RÌoCarare(Minero);4884183;2163041
23120220;78;(4-9);2;PRADERALA;Santander;Jes˙sMarÌa;MagdalenaCauca;RÌoCarare(Minero);4898934;2206798
23120240;98;(3-9);15;PAIME;Cundinamarca;Paime;MagdalenaCauca;RÌoCarare(Minero);4872120;2151649
23120250;87;(3-9);15;BORBUR2;Boyac·;SanPabloDeBorbur;MagdalenaCauca;RÌoCarare(Minero);4881692;2182383
23120260;10;(3-9);15;OTANCHE;Boyac·;Otanche;MagdalenaCauca;RÌoCarare(Minero);4868864;2183743
23125040;87;(5-9);8;CAMPOCAPOTE;Santander;PuertoParra;MagdalenaCauca;RÌoOpÛn;4898279;2289162
23125050;83;(5-9);8;CARARE;Santander;PuertoParra;MagdalenaCauca;RÌoCarare(Minero);4882723;2292877
23125060;84;(3-9);15;ALBANIA;Santander;Albania;MagdalenaCauca;RÌoCarare(Minero);4898914;2194366
23125070;55;(2-9);6;SANCAYETANO;Cundinamarca;SanCayetano;MagdalenaCauca;RÌoCarare(Minero);4881851;2143742
23125080;88;(3-9);15;OTANCHE;Boyac·;Otanche;MagdalenaCauca;RÌoCarare(Minero);4868864;2183743
23125090;54;(3-9);15;PAUNA;Boyac·;Pauna;MagdalenaCauca;RÌoCarare(Minero);4891401;2182347
23125100;96;(3-9);15;BUENAVISTA;Boyac·;Buenavista;MagdalenaCauca;RÌoCarare(Minero);4895575;2167471
23125110;4;(5-9);8;PORTUGALHACIENDA;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4883947;2276358
23125120;82;(5-9);8;CIMITARRA;Santander;Cimitarra;MagdalenaCauca;RÌoCarare(Minero);4894716;2255185
23125130;78;(4-10);8;LANDAZURI;Santander;Land·zuri;MagdalenaCauca;RÌoCarare(Minero);4910550;2245520
23125140;55;(3-9);15;Aerop.FuratenaAut;Boyac·;QuÌpama;MagdalenaCauca;RÌoCarare(Minero);4869076;2168172
23125150;41;(2-9);6;VILLAGOMEZ;Cundinamarca;VillagÛmez;MagdalenaCauca;RÌoCarare(Minero);4867431;2140646
23130010;99;(6-9);4;CHUCURI;Santander;Barrancabermeja;MagdalenaCauca;RÌoOpÛn;4886092;2318105
23140030;8;(5-10);5;CARMENEL;Santander;ElCarmen;MagdalenaCauca;RÌoOpÛn;4943656;2297968
23140060;8;(5-10);5;MELITOSALA;Santander;Simacota;MagdalenaCauca;RÌoOpÛn;4911604;2291042
23140070;69;(6-10);5;DOSBOCASHACIENDA;Santander;ElCarmen;MagdalenaCauca;RÌoOpÛn;4931912;2306331
23145020;84;(5-10);5;CARMENEL;Santander;ElCarmen;MagdalenaCauca;RÌoOpÛn;4943656;2297968
23147020;77;(6-9);4;PUENTEFERROCARRIL;Santander;Simacota;MagdalenaCauca;RÌoOpÛn;4896716;2306571
23155030;97;(6-10);5;AEROPUERTOYARIGUIES;Santander;Barrancabermeja;MagdalenaCauca;RÌoOpÛn;4910725;2334481
23155040;86;(6-10);5;CENTROEL;Santander;Barrancabermeja;MagdalenaCauca;RÌoOpÛn;4915502;2316036
23160010;88;(6-9);4;YONDO;Antioquia;YondÛ(Casabe);MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4895772;2341478
23170030;32;(7-9);5;YANACUE;BolÌvar;Cantagallo;MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4889659;2364762
23170050;21;(6-9);4;SANTODOMINGO;BolÌvar;Cantagallo;MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4865695;2344557
23170060;23;(7-9);5;MONTERRUBIOFINCA;BolÌvar;Cantagallo;MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4884150;2368458
23175020;93;(6-8);8;AEROPUERTOOTU;Antioquia;Remedios;MagdalenaCauca;RÌoCimitarrayotrosdirectosalMagdalena;4810485;2333133
23180020;98;(7-10);18;PUERTOWILCHES;Santander;PuertoWilches;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4901471;2370109
23180030;53;(7-10);18;CASANUEVA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4939346;2390462
23180040;90;(7-10);18;PORVENIREL;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4946750;2381551
23180050;89;(7-10);18;ESTABLOEL;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4934048;2391359
23180060;55;(7-10);18;RETIRADALA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4937506;2388622
23180070;96;(7-10);18;SABANADETORRES;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4946007;2374614
23180080;90;(7-10);18;ELOYVALENZUELA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4925186;2385631
23180100;90;(8-10);4;SITIONUEVO;Santander;PuertoWilches;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4911735;2418133
23180110;89;(7-10);18;PATURIA;Santander;PuertoWilches;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4908999;2396342
23180120;88;(7-9);5;COQUERALA;Santander;PuertoWilches;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4898562;2356208
23185010;96;(7-10);18;VILLALEIVA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4940745;2381926
23190110;84;(8-11);5;LIBANOEL;Cesar;SanAlberto;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4952828;2424121
23190120;4;(7-11);18;MATANZA;Santander;Matanza;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4996322;2372006
23190140;99;(7-11);18;PLAYONEL;Santander;ElPlayÛn;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4977787;2382847
23190210;61;(7-10);18;MAGARA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4924867;2397113
23190240;11;(7-11);18;CNOSIETE;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4950359;2375715
23190250;15;(7-11);18;CAMPOHERMOSO;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4952202;2379396
23190260;94;(6-11);27;LAGUNALA;Santander;Lebrija;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4976419;2340303
23190270;7;(6-11);27;LIMONCITO;Santander;Floridablanca;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4988960;2337015
23190280;99;(6-11);27;PALOGORDO;Santander;GirÛn;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4985308;2327899
23190310;3;(7-11);18;SANIGNACIO;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4983447;2357275
23190320;55;(7-11);18;PROVINCIA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4952014;2375989
23190330;3;(6-11);27;BUENAVISTA;Santander;Piedecuesta;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4994479;2331489
23190340;100;(7-11);18;MATAJIRA;Santander;Matanza;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4992857;2355063
23190350;99;(7-11);18;LLANODEPALMAS;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4978441;2358029
23190360;95;(7-11);18;PORTACHUELO;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4981795;2367743
23190370;0;(7-11);18;MATANZA;Santander;Matanza;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4996322;2372006
23190380;98;(7-11);18;PALMAS;Santander;Lebrija;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4975954;2354819
23190400;96;(6-11);27;GALVICIALA;Santander;Floridablanca;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4993683;2345240
23190410;4;(6-11);27;BRASILEL;Santander;Tona;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4998160;2348064
23190420;44;(7-10);18;NORMALA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4937513;2394148
23190430;4;(6-11);27;PIEDECUESTA;Santander;Piedecuesta;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4994479;2329647
23190440;90;(7-11);18;NARANJOEL;Santander;Lebrija;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4966923;2354152
23190460;80;(7-10);18;PAPAYAL;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4928454;2399563
23190470;13;(7-10);18;PALMERASHACIENDA;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4941187;2392301
23190500;88;(8-11);5;SANALBERTO;Cesar;SanAlberto;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4957198;2415460
23190510;87;(7-11);18;CAOBOEL;NortedeSantander;LaEsperanza;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4963889;2397313
23190520;82;(8-11);5;DORADALA;Cesar;SanMartÌn;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4951561;2441528
23190530;40;(7-11);18;COOPERATIVALA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4950365;2381240
23190540;82;(8-11);5;VEGALA;NortedeSantander;C·chira;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4980094;2403412
23190550;2;(8-10);4;SAMARKANDA;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4941207;2408878
23190560;85;(7-10);18;SANRAFAEL;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4938280;2395006
23190570;10;(7-11);18;TAMBORELHACIENDA;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4972416;2364647
23190580;75;(9-10);4;SANDANIELHACIENDA;Cesar;RÌoDeOro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4931852;2451852
23190590;82;(6-11);27;FLORESTALA;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4986324;2341466
